Customer,Name,Email
TRA100,TRACE MEDIA (PTY) LTD** COD**,statement_jb@silveray.co.za
TRA101,T RAMA TECHNOLOGIES*****COD***,tshilidzi@t-ramatech.co.za
TRA102,*USE TRA118* ICA OFFICE NATION,debtors@icaofficenational.co.za
TRA103,TRADE STUFF 2045 CC, 
TRA104,TRANSLUCENT INNOVATION, 
TRA105,TRADING ENTERPRISE***COD***, 
TRA106,TRADE FACTOR W/H***CLOSED*****, 
TRA107,TRANS QUIP & PARTS, 
TRA108,TRADE-RITE (CASH ONLY), 
TRA109,TRACE MAGNETICS PTY LTD, 
TRA110,TRACEABILITY SOLUTIONS**COD***, 
TRA111,TRANSTECHNICAL SOLUTIONS *COD,statement_jb@silveray.co.za
TRA112,TRADERS***COD***,traders@webmail.co.za
TRA113,TRACKSTAR TRADING 12 **CLOSED***, 
TRA114,TRANSVAAL STATIONERS (PTY) **,statement_jb@silveray.co.za
TRA115,TRAMARCO TRADING INT.PTY *COD,em@tramarco.co.za
TRA116,TRAMARCO TRADING INT.PTY *COD*,em@tramarco.co.za
TRA117,STATLINK CC**BPP***,admin@statlink.co.za
TRA118, ICA OFFICE NATIONAL CC,debtors@icaofficenational.co.za
TRA119,T RAMA TECHNOLOGIES***COD****,tshilidzir@webmail.co.za
TRA120,TRANSFRIG ***COD***,sales@transfrig.co.za
TRA121,TRANIC TRADING PTY LTD**COD**,tranictrading@gmail.com
TRA122,TRANSVAAL ROAD PROP**CLOSED,glennys@tjallparts.co.za
TRA123,TRANSCOR (PTY) LTD ***COD***,jacqui@transcor.co.za
TRA150,TRADE PRIORITY CC *COD*, 
TRA151,TRANSNET ENGINEERING, 
TRA300,TRADER STATIONERY & PRINT CC,rina.martin@transnet.net
TRA302,TRANS AFRICAN WHOLESALERS,amooketsi@trans.co.bw
TRA305,TEMCO ENVELOPES, 
TRA307,OFFICE DIRECTIONS CC***H/O****,officed@global.co.za
TRA308,T RAMOS TRD ENTER***COD***, 
TRA309,TRANSVAAL BUSINESS MACHINE*COD,tbmachines@mweb.co.za
TRA310,TRADEPOST 2086 T/A SNAP PRINT,mark@snapprint.co.za
TRA611,TRANS ORANJE DRUKKERS UPT,finansies@tod.co.za
TRA612,TRANQUILITY TRADING (PTY) LTD,michellencgas@trq1.co.za
TRA614,TRANSWORLD SERVICES,transworldserv@yahoo.com
TRA615,CLOSED,elizee@silveray.co.za
TRA616,COD TRAII BLAZING TRADING,traiibl@gmail.com
TRE100,TREND PACK CC, 
TRE101,TREGIA STATIONERY ***COD***,tmushani@tregiamw.com
TRE102,TREGER BRANDS RETAIL (PTY) CON,DannyL@tregerbrands.co.za
TRE103,TREZIBEX **CLOSED**,trezibexcc@gmail.com
TRE104,TREGER BRANDS JEWELL (PTY) LTD,dannyl@tregerbrands.co.za
TRE112,TREGER BRANDS RETAIL (PTY) LTD,DannyL@tregerbrands.co.za
TRE200,TREFOIL MANUFACTURING(PTY) LTD,info@trefoil.co.za
TRI100,TRIMAG TRADING (COD) CASH,essence@webmail.co.za
TRI102,TRISCOUR TRADING CC (CASH ONLY, 
TRI103,TRIQUAD CONNECTIONS  ***COD***, 
TRI104,TRIPLE R TRADING CC***COD***, ricky@triplertrading.co.za
TRI105,TRIO RECORDS CC***COD****,aicci@tiorecords.co.za
TRI106,TRIKIM ***COD***,ops@trikim.co.za
TRI107,TRIPLE DESIRE TRADING *COD*,tebogomash86@gmail.com
TRI108,TRISIM TRADING ***CLOSED,indren@trisimtrading.co.za
TRI109,TRIO TOOLS CC **COD****,admin@triotools.co.za;eddie@triotools.co.za
TRI611,COD TRIPPLE R SUPPLIES,elizee@silveray.co.za
TRI612,TRICAM'S TILL ROLLS& OFFIC,NTRICAM@TELKOMSA.NET
TRI613,(SMME) TRIZANGA GENERAL**H/O**,kayt@mailbox.co.za
TRI614,COD TRIO OFFICE SUPPLIES,jimigorge@yahoo.com
TRI615,COD TRIPPLE 000 TRADING,dmojanaga@yahoo.com
TRL100,TRL GROUP (PTY) LTD ***COD***,trlgroup@icloud.com
TRO100,TROPICAL EDEN TRADING*COD****, 
TRO101,TROEBADOER BELL T/A BAR,statement_jb@silveray.co.za
TRO102,TROTHYRAMA CC***COD***,hamlettarama@yahoo.com
TRO103,TROJAN LASER ENGRAV***CLOSED,lindi@markitall.co.za
TRO104,TROPHY ART & PRINT ***CLOSED,accounts@t-a-p.co.za
TRO105,PREM TRADING ***COD****,sales@trophycentre.co.za
TRU100,TRUGRAPHICS CC ****COD****,isabel@trugraphics.co.za
TRU101,TRUFORM CHEMICALS (PTY)***COD,mike@truform.co.za
TRU102,TRUST ABSOLUT AUTO(PTY)LTD ***COD***,dp@pchatfield.co.za
TRU105,TRUE NORTH **BAD DEBT 26/06/08, 
TRU106,TRUPA INVESTMENTS**CLOSED*,trtgroup1@gmail.com
TSA100,TSANGOANE STATIONERY SUPPLY(CO,tsangoanemgtsolutions@gmail.com
TSA101,TSAKELANE CONSTRUCTION (COD),tsakelane@webmail.co.za
TSA102,TSALANANG CORPORATE***COD***, 
TSA103,TSALANANG TRADING CC ***COD***,info@tt1.co.za
TSC100,TS CHEMICAL SUPPLIES, 
TSE100,TSEMONATEFELA TRAD***COD***, 
TSE101,TSELANE & TELLO CONSTR**COD***, 
TSE611,COD TSEAMO TRADING,elizee@silveray.co.za
TSH100,TSHIS'S BUS. ENT.(COD)CASH!!!!,tshifs@webmail.co.za
TSH101,TSHWANE BRIDGING FINANCECC COD,yolande@outf.co.za
TSH102,TSHWANE COMPUTER (COD),ann@tcspta.com
TSH103,TSHWANE NORTH COLLEGE (COD),education@tnc4fet.co.za
TSH104,TSHINANNE COMPUTERS**COD**, 
TSH105,TSHWARAGANO BUS DEV***COD***, 
TSH106,TSHWARAGANANG P & D***COD***, 
TSH107,TSHADIBA COACHING & LOGIS******COD,mofamat@gmail.com
TSH108,TSHEPO JIMMY GENERAL ***COD***,tshepojimm@gmail.com
TSH109,TSHEMBELA PROMOT**COD***,thandiemakhubela@gmail.com
TSH110,TSHUDISANO TRADING ***COD***,lebmakua@gmail.com
TSH611,COD TSHEHANG TRADING 566,BOTSHELO9@GMAIL.COM
TSI611,TSIBOGO TRADING**COD**,lekgethoai@gmail.com
TSJ100,TSJ TRADING AND PROJECTS CC,tsakani@rjcommstationers.co.za
TSK611,COD TS KANANELO DEVELOP BUILDE,t.sekoto8@gmail.com
TSN100,TSN STATIONERY & OFFICE***COD*,info@tsnstationers.co.za
TSO100,TSOGA O PHAPHAME ***COD***,rakhomo.jacob@gmail.com
TSO101,TSOGANG MARKETING & SUPPLIES, 
TSO102,TSOTANG DISTRIBUTORS***COD***, 
TSS100,TSS INDUSTRIALS CC***COD***, 
TSS611,COD TSS BOOK CENTRE,elizee@silveray.co.za
TSU100,TSUNAMI STATIONERS (COD), 
TSW100,TSWETSWE SALES(H/O 22/07/08), 
TSW101,TSWELLA TRADING 71***COD****, 
TSW611,COD TSWARAGANO SUPPLIER,mohapimaine@yahoo.com
TTL611,COD TTLY CONSTRUCT. & SERVICE,info@ttly.co.za
TTM100,TTM TRUCK HIRE & STATIONERY **,ttm@wol.co.za
TTS611,T&T STATIONERY & ART,elizee@silveray.co.za
TTT100,TTT BUSINESS ENTERPRISE**COD***,info@tttenterprise.co.za
TUB100,TUBZEELIVE (COD) CASH,thabisobambo@yahoo.com
TUB101,TUBULO (PTY) LTD ***COD***,siwelelag@gmail.com
TUG611,COD TUGELA STATIONERY CC,elizee@silveray.co.za
TUM100,TUMO YA BOTSE TRADING ***CLOSED,mpho45@gmail.com
TUM611,COD TUMELO STATIONERY,statement_bl@silveray.co.za
TUR100,TURN ON THE LIGHT (COD) CASH,peternkosi@vodamail.co.za
TUR101,TURBO DATA, 
TUR102,TURNINGPOINT CONSULTANTS***COD, 
TUR103,TURNBRIDGE INVESTMENTS **COD**,charumbiratafadzwa@gmail.com
TUR104,TURACO KIDS***COD***,mandy.mundell@turacokids.co.za
TUS100,T U STATIONERS,accounts@blucom.co.za
TUS101,TUSABATHO TRADING,info.tusabatho@telkomsa.net
TWC100,TW CENTRAL ACCOUNTING, 
TWE100,TWENTY FOUR SEVEN PRINT CC,sonje@twofourseven.co.za
TWE611,TWEELING SUPERETTE,STATEMENT_BL@SILVERAY.CO.ZA
TWG100,TWG DIBANISA (H/O 21/02/07),claudette@twgdibanisa.co.za
TWI001,TWINS PAPER  LIQUIDATION, 
TWI100,TWIN PLACE TRADING **COD**,statement_jb@silveray.co.za
TWI101,TWINKEL LITTLE STARS ***COD***,tls.daycare@gmail.com
TWI110,TWIN STATIONERS, 
TWM100,TWM TRANSPORT CC****COD****,twm@webmail.co.za
TWO100,TWO LINE TRADING T/A, 
TWO101,TWO FIGS 008 CC, 
TWO102,TWO FIGS 008CC**COD**, 
TWO103,TWO BISCUITS T/A 3@1 COSMO MALL***COD**,cosmo@3at1.co.za
TWS100,TWS STATIONERS (H/O 4/11/02), 
TYP100,TYPEWRITE STATIONERY CC,pecker@worldonline.co.za
TYP101,TYPEWRITE OFFICE EQUIPMENT,adele@typewrite.co.za; marleen@typewrite.co.za
TYP102,TYPESTAR SHARP OFFICE EQUIPMEN,accounts@typestarsharp.co.za
TYP103,TYPECARE OFFICE MACHINE SERV., 
TYP611,COD TY PHOTO & STATIONERY SUPP,sithembilem2@gmail.com
UBA100,UBAJ TRADING ENT (COD) CASH,ubaj@workmail.co.za
UBE100,UBER GIFTS ***COD***,info@ubergifts.co.za
UBE101,UBER IDEA ****COD****,luzia@uberidea.co.za
UBO100,UBOMBO PRIMARY SCHOOL (COD) CA,thembekan@swazi.net
UBO611,COD UBOMI MEDIA, 
UBU611,JOROY,edna@connix.co.za
UCE100,UCEDO FACILITIES MANAGEM *COD*,uncedomanagement@webmail.co.za
UHU101,UHURU BOOKS & STATIONERY(COD),statement_jb@silveray.co.za
UHU611,THUSANANG BUSINESS,uhurubooksandstat@mweb.co.za
UKA100,UKAYE CELLULAR & ELE (PTY)*COD, 
UKE100,UKELEI SUPPLIES CC, 
UKH100,UKHAMBA INVESTMENTS & TRA *COD,nadia@ukhambatrading.com
UKH101,UKHOLO DEZINZ & SUPLIZE (PTY) LTD***COD***,quintonukholo@gmail.com
UKU100,UKUKHANYA PRINTERS C C ****COD***,ukukhanyaprinters@gmail.com
ULT100,*USE ULT101*ULTIMATE OFFICE NA,creditors@ulti.co.za
ULT101,ULTIMATE CONSUMABLE(PTY),mzengel@officenational.co.za
ULT102,ULTIMATE OPTICAL DISTRIBUTORS**COD*,ultimate.projects2@telkomsa.net
ULT103,ULTIMATE INVESTMENTS (CASH ONL, 
ULT104,ULTIMATE SOLUTIONS***COD***,vssupplies@live.co.za
ULT105,ULTRA FOODS***COD***,earthmove@iafrica.com
ULT611,ULTIMATE STRYDER OFFICE**COD**,ultimatestryder@yahoo.com
ULW100,ULWAZI STATIONERY,u.stationery@telkomsa.net
ULW150,ULWAZI ADVERTISING  *PRINTING*,KeshreeNair@silveray.co.za
ULW151,ULWAZI ADVERTISING***COD***, 
UMF100,UMFAZI OMNYAMA TRADING ***COD*,phucuka@gmail.com
UMK100,UMKHAYA LTSM (PTY) LTD,accounts@umkhayaltsm.co.za
UML100,UMLU TRADING & PROJECTS CC*COD,umlutrad@gmail.com
UMM100,UMMSIZI OFFICE NATIONAL,ummsizi@officenational.co.za
UMN100,UMNANDI TRADING***COD***, 
UMN101,UMNDENI STATIONARY,frank@lvsa.co.za
UMU100,UMUZI INVESTMENTS***COD***,mbali@umuziinvestments.co.za
UMZ100,UMZAMOWETHU TRADING***COD***,tshepondlela@yahoo.com
UMZ101,UMZAMOWETHU TRADING  ***COD***, 
UNC100,UNCLE JOSE IMP & EXP GD**COD**, 
UND100,UNDERBERG SCHOOL **COD***,upsadmin@futurenet.co.za
UND101,UNDERHILL INVEST HOLDIN**COD**,crispenm@underhillsolutions.co.za
UNI009,FACTORY SHOP BURGERSFORT, 
UNI010,THREE STAR CASH & CARRY, 
UNI011,FOOD TOWN HYPER, 
UNI012,ELANGENI POWERTRADE CASH&CARRY,elangeni@myconnection.co.za
UNI013,CHECKOUT SUPERMARKET, 
UNI014,UNIVERSAL SUPPLIERS AND TECHNOLOGIES **COD**,narisharaghubeer@gmail.com
UNI025,TONYS C&C  Mokopane, 
UNI090,UNIMAT BUSINESS, 
UNI100,UNIQUE CHEMICALS (PTY) LTD, 
UNI101,UNILINE TRADING **H/O***, 
UNI102,UNICA TECHNOLOGIES***COD***, 
UNI103,UNIVERSAL OFFICE AUTOMATIVE SO,debtors@uoas.co.za
UNI104,UNIFIED PRESS ***COD***,unified@mwebbiz.co.za
UNI105,UNIVERSAL TRADING COMPANY,universal@globemw.net
UNI106,UNIVERSAL CARTRIDGE ***COD***,fazail60@gmail.com
UNI107,UNIQUE KIDS(COD) CASH!!,Shona.Lesar@annique.com
UNI108,UNISA ***COD***, 
UNI109,UNIVERSITY OF THE FREE ST**COD,boscha@ufs.ac.za
UNI110,METRO FOOD MARKET (PTY)LTD T/A,pierre@metrofood.co.za
UNI111,SEFALANA TRADING LESOTHO (PTY),gslestho@gmail.com
UNI112,INTRAX INVESTMENTS 262(PTY)LTD,intraxcc@webmail.co.za
UNI113,JJ WHOLESALER CC,jgrsupermarket@telkomsa.net
UNI114,J&E WHOLESALERS (PTY) LTD,jgrsupermarket@telkomsa.net
UNI115,UNIVERSITY OF PRETORIA, 
UNI116,DELAREY CASH AND CARRY(PTY)LTD,dccwholesalers@telkomsa.net
UNI117,TALWORTH TRADING (PTY) LTD, 
UNI118,UNIQUE PAPER, 
UNI120,UNIVERSITY OF WITS SRC, 
UNI121,UNIVERSITY OF WITWATERSRAND, 
UNI127,UNIVERSITY OF PORT ELIZABETH, 
UNI129,UNITED OFFICE SUPPLIES CC,kurts@stationery-sa.co.za
UNI130,UNITY STATIONERY CO CC, 
UNI220,PRIME SUPERMARKET,firozahmed@telkomsa.net
UNI221,SUPERSAVE POWERTRADE SPRINGS, 
UNI250,UNIQUE RUBBER STAMPS***COD***,fourie78@yahoo.com
UNI300,UNION ELECTRICAL WHOLS*** COD*, 
UNI612,COD UNIQUE DRUKKERS,uniquepr@gmail.com
UNI613,COD UNITECH SUPPLIES,mejametalona@lesotho
UNI614,UNIVERSITY OF LESOTHO,bm.koae@nul.ls
UNI616,UNITRADE MANAGEMENT SERVICES P,franciscam@csholdings.co.za
UNI8888,UNITRADE MANAGEMENT SERVICES(P,helined@unitrade.co.za
UNI999,UNITRADE MANAGEMENT SERVICES(P, 
UNL611,COD UNLIMITED OFFICE SUPPLIES,maluke99@gmail.com
UNO100,UNOMUSA DISTRIBUTORS***COD***, 
UNO101,UNOMUSA TRADING & PROJECTS*COD,info@unomusa.co.za
UPA100,UP & ABOVE MARKETING**COD**, 
UPL100,UPLANDS PREP SCHOOL (COD) CASH,bursar@uplands.co.za
UPT100,UPTOWN TRADING 492 CC ***COD**,ago.uptowntrading@gamil.com
UPT125,UPTREND BUSINESS SYST***COD***,daniell@uptrend-letsema.co.za
URA100,URABUS OFFICE SUPPLIES****COD*,statement_jb@silveray.co.za
URB100,UMVEMVANE TRADING CC***COD***,busi@urbanbee.co.za
URB101,URB KLANK & BEELD (COD) CASH,sales@urb.co.za
URB611,URB ICT (PTY)LTD**COD**,stores@urb.co.za
URS100,URSA TRADING BK,ursa.trading@mweb.co.za
USE120,USER FRIENDLY ORGANISATION*COD,statement_jb@silveray.co.za
USH100,USHITO BUSINESS BASKET **COD**,henrd@ushitobusinessbasket.co.za
USI101,USIBA MARKETING SUPPLY, 
USP100,US-PECTS TRADING (COD) CASH,uspects@gmail.com
USU100,USUTU FOREST PRIMARY SCHOOL (C,ufps@africaonline.co.az
UTH100,UTHINI TRADING (COD)CASH,uthinitrading@live.com
UTI100,UTILITY RUBBER STAMP **COD**,utilitystamp@absamail.co.za
UTI611,UTI SA(PTY)LTD,jferreira2@go2uti.com
UZU100,UZUKO PRINTING & STATION***COD,pleasuremelusi@gmail.com
VAA100,VAAL CHRISTIAN MINISTRIES,joanne.delange@narhuavall.co.za
VAA101,VAAL TRIANGLE WHOLESALERS,apo@mweb.co.za
VAA102,VAALWATER APTEEK (COD) CASH,vaalwaterapteek@gmail.com
VAA108,VAAL OFFICE SUPPLIES CC,admin@vos786.co.za
VAA109,VAAL OFFICE SUPPLIES CC,admin.vos@lantic.net
VAA110,VAALKOP TRADING/BAFO NORTH W/S, 
VAA611,VAALHARTS PERS,info@vhdrukkers.co.za
VAC100,VACLAV (PTY) LTD***COD***,info@adcraft.co.bw
VAI100,VAIDRO 195 T/A SUNSHINE CHEMICALS**COD***,sunshine.clr@hotmail.co.za
VAL100,VALLEY OF LIFE SUPP (COD) CASH,valleyoflife.sono@gmail.com
VAL101,VALU SUPERMARKET, 
VAL102,VALEUS STATIONERS C.C.,statement_jb@silveray.co.za
VAL103,VALLY JUNCTION TRADING, 
VAL104,VALUEGRO OFF SOLUTIONS,glenn@valuegro.co.za
VAL105,ECO LOGISTICS (REPACKING), 
VAL107,VALUE GUYS ONLINE SHO***COD***,sid.cmeen@valuecity.co.za
VAL108,VALUE CHEMICALS CC,Statement JB <statement_jb@silveray.co.za>
VAL109,VALOZONE 286 CC**COD**,valozonecc@gmail.com
VAN 10,USE VAN106, 
VAN009,VAN SCHAIK WITS MED,risaacs@vanschaik.com
VAN100,VAN SCHAIK VAALPUK NOORDWES,statement_jb@silveray.co.za
VAN101,VAN SCHAIK (POLOKWANE),statement_jb@silveray.co.za
VAN102,VAN SCHAIK BOOKSTORE RANDBURG,statement_jb@silveray.co.za
VAN103,VAN SCHAIK BOOKSTORE BOKSBURG,statement_jb@silveray.co.za
VAN104,VAN SCHAIK B/STR POTCH,statement_jb@silveray.co.za
VAN105,VAN SCHAIK BOOKSHOP VAALTECHNI,statement_jb@silveray.co.za
VAN106,VAN SCHAIK BOEKHANDEL  PTA,statement_jb@silveray.co.za
VAN107,VAN SCHAIK BOOKSHOP BRAAMFONTE,statement_jb@silveray.co.za
VAN108,VAN SCHAIK B/STR HATFIELD,statement_jb@silveray.co.za
VAN109,VAN SCHAIK BOOKSHOP  RAU,statement_jb@silveray.co.za
VAN110,VAN SCHAIK VDBYL,judy.kuilder@vanschaikbooks.com
VAN111,VAN SCHAIK PTA UT,statement_jb@silveray.co.za
VAN112,VAN SCHAIK TSHWANE UT WITBANK,statement_jb@silveray.co.za
VAN113,VAN SCHAIK T.U.T  N/SPRUIT CAM,statement_jb@silveray.co.za
VAN114,VAN SCHAIKS B/STORE(NELSPRUIT),statement_jb@silveray.co.za
VAN115,VAN SCHAIK MEDUNSA,statement_jb@silveray.co.za
VAN116,VAN SCHAIKS BOOKSHOP(MATRIX),statement_jb@silveray.co.za
VAN117,VAN SCHAIK B/STORE GARAN (TUT),statement_jb@silveray.co.za
VAN118,VAN SCHAIK B/S ROODEPOORT,statement_jb@silveray.co.za
VAN119,VAN SCHAIKS UNAM(NAMIBIA),statement_jb@silveray.co.za
VAN120,VAN SCHAIKS EMALAHLENI(TUT),statement_jb@silveray.co.za
VAN121,VAN SCHAIK BOOKSTORE(SOWETO),soweto@vanschaik.com
VAN122,VAN SCHAIK BOOKSTORE,gertruida.pojie@vanschaik.com
VAN123,VAN SCHAIK BOOKSTORE - KWALUSE,gertruida.pojie@vanschaik.com
VAN124,VAN SCHAIK BOOKSTORE - LUYENGO,gertruida.pojie@vanschaik.com
VAN125,VAN SCHAIK BOOKSTORE -MBABANE,gertruida.pojie@vanschaik.com
VAN126,VAN SCHAIK - MBOMBELA CAMPUS,christopher.farao@vanschaik.com
VAN127,VAN SCHAIK - SIYABUSWA CAMPUS,christopher.farao@vanschaik.com
VAN611,VAN'S OFFICE SUPPLIES C.C.,reception@vansofficesupplies.co.za
VAN613,VAN SCHAIK BOOKSTORE(PTY) LTD,christopher.farao@vanschaik.com
VAN991,VAN SCHAIK BOOKSTORE BULK,christopher.farao@vanschaik.com
VAN992,VAN SCHAIK BOOKSTORE,gertruida.pojie@vanschaik.com
VAP100,VAP SERVICES (COD ONLY), 
VAS100,VAST UTILITY SOLUTIONS *COD**,vastcleaning13@gmail.com
VAV100,VAVIPLEX (PTY) LTD****COD***,siviwe@sciomoxsa.com
VAY100,VAYA DOLOROSA TRADING***COD***,vayadolorosa@gmail.com
VBJ130,V B J'S STATIONERY & SERVICES, 
VBR100,VBR SUPPLIERS CC***COD***,ruthtshifhiwa@yahoo.com
VCH611,COD V.C.H.O,bl@silveray.co.za
VDA100,V. DAVID STATIONERY**LISTED**,liezeldavid@telkomsa.net
VEE100,VEE MOSH STATIONERY & BO *COD*,info@veemosh.co.za
VEE101,VEE'S STATIONDERY (PTY) *COD*,statement_jb@silveray.co.za
VEI100,VEIVE CONTEMPORARY TRAD**CLOSED,PARTNER@CORPORATEGOVCONSULT.COM
VEL100,VELLEY SENERAL TRADING (PTY) LTD ***COD***,admin@velleytrading.co.za
VEL101,WITFIELD STATIONERS VELLAS, 
VEL102,VELANI MEDIA***COD***,statement_jb@silveray.co.za
VEL103,VELOUTEE TOBACCONIST SUPPLIES, 
VEL104,VELOCITY EXPORTS (PTY)***COD**,vikzpatel@gmail.com
VEL105,VELANI MEDICAL **CLOSED*,annabella@velanimedical.co.za
VEN100,VENTURE AMANI CC, 
VEN101,VENSON HOLDING T/A ERIETTA AGE, 
VEN110,VENGALAND PTY LTD,orders@parys.co.za
VEN115,VENUS PAPER & STATIONERY **,Veronicafox72@gmail.com
VEN150,VENTURA MANUFACTURING CC *COD*, 
VEN611,VENGIES ENTERTAINMENT CC,colene@vryburg.diydepot.co.za
VER100,VEREENIGING NEW PRINTERS**H/O*, 
VER101,VERANG MEDIA CC, 
VER102,JAMES MWENDA **COD**, 
VER103,VERITA SYSTEMS ***COD***,brian@verita.co.za
VER104,VERB GRAPHICS CC**COD,info@verbgraphics.co.za
VER150,VERTICAL HORIZONS ***COD***, 
VER200,VEREENIGING CASH & CARRY, 
VER250,VERMONT LEATHERCRAFT ***COD***,vermont@vermont.co.za
VER611,COD JF SMITH T/A VERITONE TRAD,dericksmith@webmail.co.za
VER612,VERMEULEN FORMS TRUST,vermeulenforms@telkomsa.net
VET100,VETERANS STATIONERIES ***COD**,thamangiral@yahoo.com
VGM100,VGM MKWANAZI (CASH ONLY), 
VHA100,VHANGONA PROP (COD) CASH,khangwelo@vhangona.com
VHA101,VHATHAMBI TRADING***COD***, 
VHA102,VHADAU CLAN (PTY) LTD***CLOSED,rendie.mudau@gmail.com
VHE100,VHEMBE LTSM*****CASH ONLY***,statement_jb@silveray.co.za
VHU100,VHUTAMBO EDU-PLAY ***COD***,vhutambo@gmail.com
VIC100,VICTORS TOYS & HOBBIES***COD**, 
VIC120,VICS STATIONERS ***COD**,vich@mtnloaded.co.za
VIC611,COD VICTORY TECHNOLOGIES,ryno@victorytech.co.za
VIC612,COD VICTORY TICKET576 CC,victoryticket576@gmail.com
VID100,VIDEONET***COD***, 
VIE100,VIRGO DISTRIBUTORS**CASH ONLY*, 
VIE150,VIENNA TOYS CC,soekiekoen@polka.co.za
VIK100,VIKO TRADING 1 CC(CLOSE APER C, 
VIK101,VIKING FOUNDRY ***COD***,statement_jb@silveray.co.za
VIL100,VILLAGE STAT & INTERNET,idn@wise.co.bw
VIL101,VILLAGE STAT**USE BOT094**, 
VIL102,THE VILLAGE SUPERMARKET (COD), 
VIL150,VILLAGE SQUARE JEWELLERS CC,statement_jb@silveray.co.za
VIL611,LUBARO CC T/A,b.villageart@yahoo.com
VIL612,**CLOSED**VILLAGE ART & STAT,bl@silveray.co.za
VIL613,VILLIERS APTEEK,vilapt@vodamail.co.za
VIM100,VIMBAKONKE BUSINESS ENT***COD*,vimbakonke@vodamail.co.za
VIN100,VINCENT INDUST SUP***COD****,statement_jb@silveray.co.za
VIN101,VINSA GENERAL DEALERS (COD)CAS,statement_jb@silveray.co.za
VIP100,VIP STATIONERY (COD), 
VIP101,VIP TRADERS (COD), 
VIR100,VIRGINIA HINGANDU (CASH ONLY), 
VIR101,VIRGILEO SOLUTIONS***COD****,gessev@tiscali.co.za
VIR102,VIRILUX STATIONERY ***COD***,monic.schlebusch@gmail.com
VIR103,VIRTUAL STATIONERY SUPPLIES, 
VIR104,VIRTUAL CASTINGS CC***COD***, 
VIR501,VIRTUAL GIFTS CC  *****COD****, 
VIR611,COD VIRGINIA APTEEK,virginiaapt@absamail.co.za
VIR612,VIRTUAL TECHNOLOGY SOLUTIO,naas@virtualts.co.za
VIS100,VISSER PRINT CC (COD),visserprint@worldonline.co.za
VIS101,VISUAL ENTERPRISES***COD***, 
VIS102,VISION LOGISTICS***COD***, 
VIS103,VISUAL ILLUSION (PTY)LTD**COD,visual.illusion@opqnet.net
VIS150,VISAS & PASSPORTS UNLIMITED, 
VIS611,COD VISIBLE SPEED TRADING,tkhani@gmail.com
VIS612,COD VISUAL EXCELENCE TRADING 5,bl@silveray.co.za
VIV100,VIVLIA PUBLISHERS & BOOKSELLER,gladys@vivlia.co.za
VIV101,VIVANTÈ LEATHER (COD),exotic@intekom.co.za
VIV102,VIVIAN MASECHABA MATLOTLO*COD*, 
VIW100,VIWEME PROJECTS & SUPP **COD**,viwemeprojects@gmail.com
VJM100,VJMMR CONGLOMERATE*CLOSED*,vincent@vjmmr.co.za
VJP100,V J PROGRESS PRINTING * CASH *,statement_jb@silveray.co.za
VKR100,VKR GENERAL DEALER****COD***, 
VOL100,VOLTEX BRAMLEY, 
VOL110,VOLTEX MIDRAND,apillay@voltex.co.za
VOL111,VOLTEX (PTY) LTD KEMPTON PARK,anorton@voltex.co.za
VOL112,VOLTEX T/A ATLAS GROUP,lmasebuko@voltex.co.za
VOL113,VOLTEX M/D***COD***, 
VOL114,VOLTEX PRETORIA NORTH,nnaidoo@voltex.co.za
VOL115,VOLTEX (PTY) LTD  WITBANK T/A,kvanrooyen@voltex.co.za
VOL611,VOLTEX PTY LTD (BFN),hkruger@voltex.co.za
VOL612,VOLTEX PTY LTD (KBY),ADMINBLOEM@VOLTEX.CO.ZA
VOL613,VOLTEX PTY LTD (KURUMAN),Kaylene Ward <kward@voltex.co.za>
VOL614,VOLTEX PTY LTD (POSTMASBURG),TBRAND@VOLTEX.CO.ZA
VOL615,VOLTEX PTY LTD (KATHU),kward@voltex.co.za
VOL616,VOLTEX PTY LTD (KLERKSDORP),KWARD@VOLTEX.CO.ZA
VOL617,VOLTEX PTY LTD (WELKOM),hkruger@voltex.co.za
VOL618,VOLTEX PTY LTD (UPINGTON),ADMINBLOEM@VOLTEX.CO.ZA
VOL619,VOLTEX PTY LTD (POTCH),KSPANGENBERG@VOLTEX.CO.ZA
VOO100,VOORTREKKER MONUMENT (COD),vtmgift@lantic.net
VOO101,VOO INTERNATIONAL TRADING ***COD***,patricia@voo.co.za
VPM100,VPM INDUSTRIAL & LOGISTIC *COD,vpmlogistics@gmail.com
VRG100,VRG STATIONER & OFFICE EQUIP, 
VRY611,COD VRYBURG STATIONERS & BOOKS,joyce@officeworld.co.za
VRY616,VRYBURG CASH & CARRY,olgawyngardt@masscash.co.za
VTE100,V-TECHNOLOGIES***COD***,duddley@v-technology.co.za
VTM100,VTM OFFICE SUPPLIES***COD***,orders@vtmofficesupplies.co.za
VTM101,V AND TM TRADING (COD) CASH,vince.maake@gmail.com
VTN100,VTN ORACLE TRAD (COD) CASH,tsholo@vtnoracle.com
VUG100,VUGIMAMUSI TRADING (COD) CASH,s.navela@vugimamusi.co.za
VUK100,VUKANI TECHNOLOGIES ***COD***,cvanheerden@vukanitech.co.za
VUL100,VULINDLELA OFFICE SOLUTIONS,rishen@vulindlelaoffice.co.za
VUL101,VULEDZA TRADING ENT***COD***, 
VUL102,VULSIE INVESTMENTS***COD***, 
VUL103,VULELO MARKETING SOLUTIONS ***COD***,vuyelwa@me.com
